agent_id,agent_name,agent_type,operator_code,country_code,region,city,latitude,longitude,onboarding_date,agent_status,commission_tier
AGT-00102489,Station Cash Mariste,SUB_AGENT,WAVE,GIN,Conakry,Conakry,10.258877,-10.926899,2021-07-13,ACTIVE,T2
AGT-00102490,Marché Hann,SUB_AGENT,WAVE,CIV,Daloa,Daloa,4.733862,-5.225635,2022-02-17,ACTIVE,T2
AGT-00102491,Cash & Go Sandaga,SUB_AGENT,MOOV,SEN,Matam,Matam,13.354726,-16.245829,2021-12-23,ACTIVE,T3
AGT-00102492,Cash Point Sandaga,SUB_AGENT,MTN_MOMO,SEN,Kédougou,Kédougou,14.047627,-12.468341,2023-07-08,ACTIVE,T2
AGT-00102493,Multiservices Médina,SUB_AGENT,OM,GIN,Kankan,Kankan,10.316075,-9.050167,2019-11-11,ACTIVE,T1
AGT-00102494,Agence Bel Air,MERCHANT,WAVE,GIN,Kankan,Kankan,8.405449,-10.799719,2023-06-26,ACTIVE,T1
AGT-00102495,SuperMoney Dieuppeul,SUB_AGENT,MOOV,SEN,Kolda,Kolda,,,2019-11-17,ACTIVE,T1
AGT-00102496,SuperMoney Almadies,SUB_AGENT,MOOV,MLI,Bamako,Bamako,14.57209,-6.773496,2024-08-21,SUSPENDED,T2
AGT-00102497,Multiservices Wakhinane,SUB_AGENT,FREE,GIN,Nzérékoré,Nzérékoré,7.227339,-11.313575,2020-01-31,ACTIVE,T1
AGT-00102498,SuperMoney Grand Yoff,MERCHANT,MOOV,SEN,Kaolack,Kaolack,15.151195,-13.70378,2025-07-19,ACTIVE,T2
AGT-00102499,Station Cash Guédiawaye,MERCHANT,MTN_MOMO,SEN,Matam,Matam,12.774932,-11.809338,2023-06-09,ACTIVE,T1
AGT-00102500,Tabaski Service Ngor,MERCHANT,FREE,MLI,Tombouctou,Tombouctou,18.815306,3.041936,2024-06-15,ACTIVE,T2
AGT-00102501,Mini-marché Mermoz,MERCHANT,OM,CIV,Man,Man,7.417045,-3.132464,2025-07-09,ACTIVE,T2
AGT-00102502,Marché Mariste,SUB_AGENT,MOOV,GIN,Kankan,Kankan,9.608336,-11.515576,2025-09-04,ACTIVE,T1
AGT-00102503,Station Cash Mermoz,SUB_AGENT,WAVE,SEN,Kédougou,Kédougou,14.646892,-13.299952,2024-06-01,ACTIVE,T1
AGT-00102504,Kiosque Wakhinane,MASTER_AGENT,FREE,SEN,Sédhiou,Sédhiou,12.382645,-17.452533,2021-12-23,ACTIVE,T1
AGT-00102505,Point Argent Fass,SUB_AGENT,OM,CIV,Yamoussoukro,Yamoussoukro,5.071211,-6.269864,2020-11-11,ACTIVE,T2
AGT-00102506,Point Cash Almadies,MERCHANT,MTN_MOMO,SEN,Kaolack,Kaolack,15.543565,-12.924285,2021-10-26,ACTIVE,T1
AGT-00102507,Point Cash Sicap,SUB_AGENT,MOOV,CIV,Yamoussoukro,Yamoussoukro,6.506459,-4.189302,2023-01-19,SUSPENDED,T1
AGT-00102508,Tabaski Service Mariste,SUB_AGENT,OM,CIV,Daloa,Daloa,6.549665,-2.546609,2019-05-18,ACTIVE,T2
AGT-00102509,Express Médina,SUB_AGENT,MTN_MOMO,GIN,Faranah,Faranah,7.907431,-10.280013,2024-03-29,ACTIVE,T1
AGT-00102510,Point Cash Liberté,SUB_AGENT,FREE,GIN,Mamou,Mamou,11.216902,-10.127006,2020-07-20,ACTIVE,T2
AGT-00102511,Point Cash Ngor,SUB_AGENT,OM,GIN,Faranah,Faranah,11.541769,-13.321877,2021-01-22,ACTIVE,T3
AGT-00102512,Téléservices Guédiawaye,MERCHANT,OM,SEN,Kolda,Kolda,12.617559,-14.540116,2019-08-15,ACTIVE,T2
AGT-00102513,Station Cash Liberté,MERCHANT,WAVE,CIV,Korhogo,Korhogo,9.149131,-4.073948,2019-06-05,ACTIVE,T1
AGT-00102514,Cash & Go Patte d'Oie,SUB_AGENT,MTN_MOMO,MLI,Koulikoro,Koulikoro,21.718363,1.818635,2019-06-15,ACTIVE,T2
AGT-00102515,Kiosque Sandaga,SUB_AGENT,OM,SEN,Fatick,Fatick,12.893658,-16.605801,2022-12-19,ACTIVE,T1
AGT-00102516,Boutique Médina,SUB_AGENT,MOOV,CIV,Abidjan,Abidjan,4.92732,-5.901894,2024-02-07,ACTIVE,T2
AGT-00102517,Agence Grand Yoff,MERCHANT,MOOV,CIV,Yamoussoukro,Yamoussoukro,5.513377,-7.250694,2024-04-24,ACTIVE,T2
AGT-00102518,Tabaski Service Ngor,SUB_AGENT,MTN_MOMO,SEN,Sédhiou,Sédhiou,12.82145,-17.241616,2023-05-31,TERMINATED,T1
AGT-00102519,Kiosque Mermoz,SUB_AGENT,OM,SEN,Fatick,Fatick,14.445359,-12.50646,2020-10-04,TERMINATED,T1
AGT-00102520,Agence Bel Air,ATM_PARTNER,FREE,GIN,Faranah,Faranah,9.664176,-11.715456,2021-11-08,ACTIVE,T1
AGT-00102521,Point Cash Colobane,SUB_AGENT,MOOV,SEN,Kaffrine,Kaffrine,14.842905,-15.400957,2021-04-27,ACTIVE,T2
AGT-00102522,SuperMoney Ngor,SUB_AGENT,WAVE,SEN,Kolda,Kolda,12.474576,-15.543751,2019-10-09,ACTIVE,T2
AGT-00102523,Station Cash Colobane,SUB_AGENT,OM,SEN,Kaolack,Kaolack,14.926189,-13.529408,2024-02-28,ACTIVE,T2
AGT-00102524,Cash & Go Plateau,SUB_AGENT,WAVE,SEN,Kolda,Kolda,16.302431,-13.562653,2024-09-05,ACTIVE,T1
AGT-00102525,Kiosque Grand Yoff,MERCHANT,FREE,GIN,Conakry,Conakry,8.353336,-10.18552,2023-08-30,TERMINATED,T1
AGT-00102526,Cash Point Médina,MERCHANT,MTN_MOMO,CIV,Yamoussoukro,Yamoussoukro,8.401153,-2.631663,2023-06-24,ACTIVE,T1
AGT-00102527,Kiosque Niary Tally,MASTER_AGENT,WAVE,MLI,Ségou,Ségou,,,2024-12-22,ACTIVE,T1
AGT-00102528,Agence Pikine,SUB_AGENT,WAVE,SEN,Kolda,Kolda,15.139508,-15.721528,2025-04-27,ACTIVE,T2
AGT-00102529,Agence Plateau,MERCHANT,WAVE,MLI,Bamako,Bamako,19.929804,3.014155,2019-05-10,ACTIVE,T2
AGT-00102530,Point Cash Guédiawaye,MASTER_AGENT,FREE,SEN,Kaolack,Kaolack,16.27776,-11.749199,2020-12-13,ACTIVE,T2
AGT-00102531,Kiosque Fass,MERCHANT,MOOV,CIV,Daloa,Daloa,8.511306,-3.952283,2025-05-18,ACTIVE,T2
AGT-00102532,Express Pikine,MERCHANT,WAVE,SEN,Tambacounda,Tambacounda,13.591575,-14.483201,2024-10-17,ACTIVE,T1
AGT-00102533,SuperMoney Sicap,SUB_AGENT,FREE,GIN,Kankan,Kankan,11.679377,-7.769709,2022-01-11,ACTIVE,T1
AGT-00102534,Tabaski Service Hann,ATM_PARTNER,WAVE,SEN,Ziguinchor,Ziguinchor,16.339834,-15.967271,2020-12-23,ACTIVE,T1
AGT-00102535,Cash & Go Plateau,MERCHANT,MTN_MOMO,GIN,Kankan,Kankan,9.125427,-10.093728,2024-07-06,ACTIVE,T3
AGT-00102536,Boutique Almadies,ATM_PARTNER,MOOV,GIN,Boké,Boké,11.094102,-12.78785,2025-01-26,ACTIVE,T1
AGT-00102537,Multiservices HLM,MERCHANT,MOOV,SEN,Ziguinchor,Ziguinchor,15.443813,-17.387986,2024-12-14,TERMINATED,T1
AGT-00102538,Kiosque Pikine,SUB_AGENT,FREE,GIN,Faranah,Faranah,12.056589,-10.682609,2021-01-29,ACTIVE,T1
AGT-00102539,Cash Point Hann,MERCHANT,FREE,GIN,Faranah,Faranah,9.337618,-13.93868,2023-08-10,ACTIVE,T1
AGT-00102540,Mini-marché Mariste,SUB_AGENT,MTN_MOMO,SEN,Saint-Louis,Saint-Louis,15.0796,-13.703753,2024-04-12,ACTIVE,T3
AGT-00102541,Boutique Plateau,SUB_AGENT,MTN_MOMO,CIV,Abidjan,Abidjan,10.183489,-2.686281,2023-04-10,ACTIVE,T3
AGT-00102542,Point Argent Patte d'Oie,MERCHANT,FREE,CIV,Abidjan,Abidjan,5.734684,-6.054915,2019-11-21,ACTIVE,T3
AGT-00102543,SuperMoney Reubeuss,SUB_AGENT,OM,GIN,Conakry,Conakry,11.983933,-10.214281,2025-05-21,ACTIVE,T1
AGT-00102544,Tabaski Service Liberté,MERCHANT,FREE,CIV,San-Pédro,San-Pédro,10.539003,-5.273832,2024-03-24,ACTIVE,T1
AGT-00102545,Boutique Sandaga,MERCHANT,MTN_MOMO,GIN,Boké,Boké,10.796383,-13.736469,2019-06-13,ACTIVE,T2
AGT-00102546,Téléservices Sicap,ATM_PARTNER,MOOV,GIN,Faranah,Faranah,10.500399,-7.909733,2024-06-14,SUSPENDED,T1
AGT-00102547,Point Cash Yoff,SUB_AGENT,FREE,GIN,Labé,Labé,9.971251,-7.964683,2023-05-23,ACTIVE,T1
AGT-00102548,Tabaski Service Cambérène,MERCHANT,WAVE,SEN,Kolda,Kolda,15.423181,-12.021763,2020-08-16,ACTIVE,T1
AGT-00102549,Cash Point Hann,SUB_AGENT,OM,SEN,Kaffrine,Kaffrine,15.693131,-11.408356,2024-01-11,ACTIVE,T2
AGT-00102550,Agence Cambérène,MERCHANT,OM,SEN,Saint-Louis,Saint-Louis,13.940753,-12.678933,2023-09-26,ACTIVE,T1
AGT-00102551,Point Argent Tabaski,SUB_AGENT,MOOV,GIN,Kankan,Kankan,8.038232,-12.962556,2019-10-19,ACTIVE,T2
AGT-00102552,Point Cash Sicap,SUB_AGENT,OM,SEN,Kédougou,Kédougou,12.396586,-16.344877,2024-03-30,SUSPENDED,T3
AGT-00102553,Mini-marché Colobane,SUB_AGENT,MOOV,MLI,Mopti,Mopti,18.692329,-0.884453,2021-11-23,ACTIVE,T3
AGT-00102554,Kiosque Cambérène,SUB_AGENT,OM,SEN,Matam,Matam,16.116979,-11.696787,2022-08-08,ACTIVE,T1
AGT-00102555,Multiservices Sicap,SUB_AGENT,FREE,CIV,Yamoussoukro,Yamoussoukro,8.527774,-5.196894,2024-10-04,ACTIVE,T1
AGT-00102556,SuperMoney Mariste,SUB_AGENT,MOOV,GIN,Conakry,Conakry,11.16051,-11.249532,2023-12-14,ACTIVE,T1
AGT-00102557,Cash Point Sicap,MERCHANT,MOOV,GIN,Nzérékoré,Nzérékoré,7.424362,-7.631344,2023-07-13,ACTIVE,T2
AGT-00102558,Tabaski Service Castors,SUB_AGENT,OM,GIN,Boké,Boké,10.055064,-12.448898,2020-09-16,ACTIVE,T3
AGT-00102559,Téléservices Ngor,SUB_AGENT,WAVE,CIV,Abidjan,Abidjan,10.356386,-5.546002,2021-10-15,ACTIVE,T1
AGT-00102560,Station Cash Liberté,SUB_AGENT,WAVE,MLI,Bamako,Bamako,15.321499,-11.797284,2021-09-17,ACTIVE,T1
AGT-00102561,Point Cash Cambérène,SUB_AGENT,WAVE,SEN,Kaolack,Kaolack,16.181282,-12.120199,2023-11-24,ACTIVE,T1
AGT-00102562,Kiosque Liberté,SUB_AGENT,MTN_MOMO,SEN,Kolda,Kolda,13.204393,-14.898518,2021-04-04,ACTIVE,T3
AGT-00102563,Kiosque Ouakam,MERCHANT,FREE,SEN,Saint-Louis,Saint-Louis,13.28877,-15.449149,2022-04-05,ACTIVE,T1
AGT-00102564,Station Cash Sicap,MERCHANT,MTN_MOMO,SEN,Kolda,Kolda,16.269643,-17.473484,2021-09-30,ACTIVE,T1
AGT-00102565,Kiosque Wakhinane,SUB_AGENT,OM,CIV,Korhogo,Korhogo,8.418732,-3.411407,2022-05-10,ACTIVE,T1
AGT-00102566,Multiservices Hann,SUB_AGENT,WAVE,GIN,Faranah,Faranah,11.099916,-10.799282,2022-03-22,ACTIVE,T1
AGT-00102567,Cash & Go Yoff,SUB_AGENT,MTN_MOMO,GIN,Mamou,Mamou,8.237678,-11.215964,2025-03-12,ACTIVE,T1
AGT-00102568,Agence Sandaga,MASTER_AGENT,MOOV,GIN,Faranah,Faranah,12.423402,-8.683946,2022-10-19,ACTIVE,T3
AGT-00102569,Tabaski Service Mermoz,MERCHANT,MTN_MOMO,CIV,Abidjan,Abidjan,8.545206,-5.312728,2023-11-04,ACTIVE,T1
AGT-00102570,Tabaski Service Gibraltar,SUB_AGENT,FREE,SEN,Kaffrine,Kaffrine,16.444212,-15.331134,2021-10-25,ACTIVE,T1
AGT-00102571,Cash & Go Sicap,MERCHANT,OM,SEN,Sédhiou,Sédhiou,,,2023-04-20,SUSPENDED,T1
AGT-00102572,Cash & Go Grand Yoff,MERCHANT,FREE,SEN,Fatick,Fatick,15.40241,-13.098471,2022-01-15,ACTIVE,T1
AGT-00102573,Express Tabaski,SUB_AGENT,MTN_MOMO,GIN,Labé,Labé,10.587001,-11.163633,2019-09-20,ACTIVE,T1
AGT-00102574,Point Argent Sicap,SUB_AGENT,MOOV,GIN,Mamou,Mamou,10.738374,-14.370563,2021-09-23,ACTIVE,T1
AGT-00102575,Cash & Go Tabaski,MERCHANT,MTN_MOMO,GIN,Mamou,Mamou,10.146471,-13.352572,2024-06-27,ACTIVE,T2
AGT-00102576,Express Gibraltar,SUB_AGENT,OM,GIN,Nzérékoré,Nzérékoré,11.462135,-13.129494,2023-05-29,ACTIVE,T2
AGT-00102577,Mini-marché Grand Yoff,SUB_AGENT,FREE,SEN,Fatick,Fatick,15.053782,-16.15373,2021-08-29,ACTIVE,T2
AGT-00102578,Téléservices Ouakam,MERCHANT,MTN_MOMO,GIN,Conakry,Conakry,11.922704,-11.118952,2021-12-31,ACTIVE,T3
AGT-00102579,Marché Touba,SUB_AGENT,WAVE,SEN,Kédougou,Kédougou,14.03924,-11.997286,2020-05-29,SUSPENDED,T1
AGT-00102580,Point Argent Almadies,MERCHANT,OM,MLI,Koulikoro,Koulikoro,15.560642,-11.791904,2024-08-11,ACTIVE,T1
AGT-00102581,Boutique Dieuppeul,MERCHANT,MTN_MOMO,GIN,Labé,Labé,10.009433,-8.840729,2024-08-03,ACTIVE,T2
AGT-00102582,Kiosque Plateau,MERCHANT,MOOV,CIV,San-Pédro,San-Pédro,7.360087,-5.934299,2021-12-13,ACTIVE,T1
AGT-00102583,Point Argent Wakhinane,SUB_AGENT,MTN_MOMO,CIV,Yamoussoukro,Yamoussoukro,9.107884,-6.463323,2022-04-17,ACTIVE,T2
AGT-00102584,Cash Point Dieuppeul,SUB_AGENT,MOOV,CIV,Abidjan,Abidjan,6.624351,-5.959287,2019-06-16,ACTIVE,T2
AGT-00102585,Agence Ouakam,SUB_AGENT,MTN_MOMO,CIV,Korhogo,Korhogo,7.702216,-3.61902,2020-01-31,ACTIVE,T2
AGT-00102586,Station Cash Castors,SUB_AGENT,WAVE,SEN,Kaffrine,Kaffrine,16.000042,-13.810519,2022-12-11,ACTIVE,T1
AGT-00102587,Cash Point Niary Tally,SUB_AGENT,WAVE,SEN,Thiès,Thiès,13.937035,-16.016188,2023-05-01,ACTIVE,T2
AGT-00102588,Cash & Go Mermoz,SUB_AGENT,WAVE,CIV,Abidjan,Abidjan,7.603161,-5.193533,2021-12-13,ACTIVE,T2
AGT-00102589,Mini-marché Fass,SUB_AGENT,MTN_MOMO,CIV,Bouaké,Bouaké,9.534067,-2.942104,2024-11-21,ACTIVE,T1
AGT-00102590,Marché Bel Air,MASTER_AGENT,OM,GIN,Boké,Boké,9.725159,-10.596041,2021-05-26,ACTIVE,T2
AGT-00102591,Point Cash Liberté,MERCHANT,MTN_MOMO,SEN,Ziguinchor,Ziguinchor,15.990117,-12.131336,2024-05-18,ACTIVE,T2
AGT-00102592,Point Argent Gibraltar,MERCHANT,MTN_MOMO,MLI,Kayes,Kayes,23.835894,-4.122074,2019-10-06,ACTIVE,T2
AGT-00102593,Kiosque Ouakam,SUB_AGENT,WAVE,GIN,Faranah,Faranah,7.370242,-14.730058,2025-09-28,ACTIVE,T2
AGT-00102594,Téléservices Reubeuss,ATM_PARTNER,WAVE,GIN,Kindia,Kindia,10.029798,-7.615334,2023-11-02,ACTIVE,T1
AGT-00102595,Marché Patte d'Oie,SUB_AGENT,MOOV,GIN,Kankan,Kankan,12.47908,-8.146817,2019-09-09,ACTIVE,T2
AGT-00102596,Cash & Go Bel Air,SUB_AGENT,FREE,SEN,Thiès,Thiès,16.071069,-13.306612,2024-02-29,ACTIVE,T1
AGT-00102597,Station Cash HLM,MERCHANT,MTN_MOMO,GIN,Boké,Boké,8.599288,-10.174254,2022-02-23,ACTIVE,T2
AGT-00102598,Station Cash Touba,SUB_AGENT,MTN_MOMO,CIV,Korhogo,Korhogo,6.888734,-6.296773,2024-10-04,ACTIVE,T1
AGT-00102599,Cash & Go HLM,MERCHANT,FREE,CIV,Man,Man,5.402618,-7.287992,2020-11-03,ACTIVE,T1
AGT-00102600,Cash & Go Ngor,MERCHANT,FREE,MLI,Sikasso,Sikasso,21.57017,0.969784,2024-11-11,ACTIVE,T1
AGT-00102601,Boutique Touba,SUB_AGENT,WAVE,CIV,Bouaké,Bouaké,9.158316,-8.097814,2021-11-11,ACTIVE,T1
AGT-00102602,Tabaski Service Ouakam,SUB_AGENT,OM,GIN,Labé,Labé,11.735471,-14.099674,2020-02-22,ACTIVE,T2
AGT-00102603,Express Castors,MERCHANT,WAVE,GIN,Boké,Boké,10.194566,-12.996492,2022-08-29,ACTIVE,T1
AGT-00102604,Agence Touba,SUB_AGENT,MTN_MOMO,CIV,Abidjan,Abidjan,9.258779,-2.718046,2019-05-07,ACTIVE,T2
AGT-00102605,SuperMoney Colobane,SUB_AGENT,FREE,SEN,Tambacounda,Tambacounda,14.577949,-13.823945,2024-08-06,ACTIVE,T1
AGT-00102606,Cash & Go Ouakam,SUB_AGENT,WAVE,SEN,Kaffrine,Kaffrine,15.044138,-11.939976,2020-07-01,ACTIVE,T1
AGT-00102607,Téléservices Patte d'Oie,MERCHANT,WAVE,GIN,Labé,Labé,8.832645,-9.599802,2025-03-15,SUSPENDED,T1
AGT-00102608,Point Cash Mariste,MERCHANT,MOOV,GIN,Labé,Labé,7.751589,-9.491418,2021-12-08,ACTIVE,T1
AGT-00102609,Mini-marché Colobane,SUB_AGENT,MTN_MOMO,MLI,Mopti,Mopti,18.033378,-6.150858,2020-08-13,ACTIVE,T1
AGT-00102610,Multiservices Dieuppeul,MERCHANT,MOOV,CIV,Daloa,Daloa,10.082065,-8.224047,2020-07-09,TERMINATED,T2
AGT-00102611,Multiservices Niary Tally,MERCHANT,MTN_MOMO,GIN,Kankan,Kankan,11.649062,-14.540581,2021-11-08,ACTIVE,T1
AGT-00102612,Station Cash Sandaga,ATM_PARTNER,FREE,SEN,Fatick,Fatick,16.677604,-13.708159,2021-09-11,ACTIVE,T3
AGT-00102613,Station Cash Ouakam,MERCHANT,FREE,SEN,Kédougou,Kédougou,12.326956,-17.243993,2023-06-20,ACTIVE,T1
AGT-00102614,Express Bel Air,SUB_AGENT,FREE,MLI,Bamako,Bamako,21.720832,-10.479051,2024-12-19,ACTIVE,T2
AGT-00102615,Station Cash Plateau,SUB_AGENT,WAVE,SEN,Saint-Louis,Saint-Louis,13.514146,-17.284961,2021-10-31,ACTIVE,T1
AGT-00102616,SuperMoney Liberté,SUB_AGENT,OM,GIN,Mamou,Mamou,8.947847,-14.856369,2024-10-05,ACTIVE,T3
AGT-00102617,Agence Hann,MERCHANT,FREE,GIN,Nzérékoré,Nzérékoré,11.813898,-11.010998,2022-12-19,ACTIVE,T2
AGT-00102618,Marché Mariste,MERCHANT,MTN_MOMO,SEN,Kédougou,Kédougou,16.184002,-14.598763,2024-11-17,ACTIVE,T1
AGT-00102619,Cash & Go Gibraltar,SUB_AGENT,FREE,MLI,Kayes,Kayes,12.605442,-5.803598,2023-11-29,ACTIVE,T1
AGT-00102620,Station Cash Gibraltar,SUB_AGENT,WAVE,MLI,Mopti,Mopti,22.498017,-8.009504,2021-11-17,SUSPENDED,T1
AGT-00102621,Cash Point Plateau,SUB_AGENT,WAVE,GIN,Labé,Labé,10.511912,-12.964316,2023-09-26,ACTIVE,T1
AGT-00102622,Kiosque Niary Tally,SUB_AGENT,FREE,SEN,Kaffrine,Kaffrine,14.86779,-13.639216,2022-02-12,TERMINATED,T3
AGT-00102623,Point Argent Médina,SUB_AGENT,WAVE,GIN,Kankan,Kankan,9.590087,-13.907849,2019-10-29,ACTIVE,T1
AGT-00102624,Marché Gibraltar,SUB_AGENT,WAVE,SEN,Sédhiou,Sédhiou,16.061636,-11.721437,2024-12-19,ACTIVE,T1
AGT-00102625,SuperMoney Yoff,MASTER_AGENT,WAVE,GIN,Kankan,Kankan,7.744712,-9.545027,2021-03-14,ACTIVE,T1
AGT-00102626,Boutique Plateau,MERCHANT,MOOV,SEN,Fatick,Fatick,14.626679,-13.750258,2019-03-29,TERMINATED,T1
AGT-00102627,Express Colobane,MASTER_AGENT,MOOV,GIN,Boké,Boké,12.50011,-9.560418,2024-01-04,ACTIVE,T1
AGT-00102628,Téléservices Niary Tally,SUB_AGENT,OM,GIN,Labé,Labé,12.142774,-11.707517,2024-11-09,ACTIVE,T1
AGT-00102629,Mini-marché Almadies,SUB_AGENT,MOOV,CIV,Abidjan,Abidjan,5.191599,-6.054224,2023-05-13,ACTIVE,T1
AGT-00102630,SuperMoney Reubeuss,SUB_AGENT,OM,CIV,Bouaké,Bouaké,6.973041,-6.281797,2020-08-06,ACTIVE,T1
AGT-00102631,Station Cash Plateau,SUB_AGENT,OM,SEN,Sédhiou,Sédhiou,16.178091,-13.662513,2020-06-27,ACTIVE,T1
AGT-00102632,Point Cash Mermoz,SUB_AGENT,MOOV,GIN,Labé,Labé,8.320927,-11.583293,2021-10-12,ACTIVE,T2
AGT-00102633,Station Cash Yoff,SUB_AGENT,FREE,GIN,Conakry,Conakry,8.339917,-8.920286,2022-06-22,ACTIVE,T1
AGT-00102634,Station Cash Grand Yoff,SUB_AGENT,OM,GIN,Conakry,Conakry,11.217008,-9.35433,2024-02-11,TERMINATED,T2
AGT-00102635,Agence Patte d'Oie,SUB_AGENT,MOOV,CIV,Abidjan,Abidjan,6.004324,-8.365287,2021-11-27,ACTIVE,T1
AGT-00102636,Boutique Cambérène,MERCHANT,MOOV,GIN,Labé,Labé,7.932684,-11.817238,2021-10-24,ACTIVE,T1
AGT-00102637,Mini-marché Bel Air,SUB_AGENT,MTN_MOMO,CIV,Abidjan,Abidjan,7.495166,-6.722654,2021-12-07,ACTIVE,T2
AGT-00102638,Tabaski Service Sicap,MERCHANT,MTN_MOMO,GIN,Labé,Labé,7.696835,-13.329721,2025-03-05,ACTIVE,T1
AGT-00102639,Agence Yoff,SUB_AGENT,OM,CIV,Man,Man,7.915627,-5.884379,2024-09-23,ACTIVE,T2
AGT-00102640,Marché Patte d'Oie,SUB_AGENT,MOOV,SEN,Tambacounda,Tambacounda,14.534542,-11.800849,2019-10-11,ACTIVE,T2
AGT-00102641,Point Argent Guédiawaye,SUB_AGENT,OM,SEN,Kaffrine,Kaffrine,15.450231,-11.732597,2021-05-06,ACTIVE,T1
AGT-00102642,Boutique Gibraltar,SUB_AGENT,WAVE,SEN,Matam,Matam,14.770396,-12.161352,2023-05-18,ACTIVE,T2
AGT-00102643,Agence Bel Air,SUB_AGENT,OM,SEN,Kaffrine,Kaffrine,14.044194,-12.976279,2020-08-05,ACTIVE,T1
AGT-00102644,Agence Plateau,SUB_AGENT,OM,SEN,Matam,Matam,16.293542,-15.374161,2021-06-09,ACTIVE,T2
AGT-00102645,Téléservices Hann,SUB_AGENT,MOOV,SEN,Ziguinchor,Ziguinchor,14.429394,-14.446832,2019-11-14,ACTIVE,T1
AGT-00102646,Marché HLM,MERCHANT,WAVE,GIN,Kankan,Kankan,8.11552,-13.02618,2023-09-13,ACTIVE,T1
AGT-00102647,Agence Grand Yoff,SUB_AGENT,OM,SEN,Kédougou,Kédougou,14.603357,-14.778563,2025-09-20,ACTIVE,T2
AGT-00102648,Kiosque HLM,SUB_AGENT,FREE,SEN,Tambacounda,Tambacounda,13.439777,-16.734536,2024-12-19,ACTIVE,T1
AGT-00102649,Kiosque Colobane,MERCHANT,OM,CIV,Abidjan,Abidjan,7.668498,-3.32615,2023-05-15,ACTIVE,T2
AGT-00102650,Téléservices Sandaga,MERCHANT,OM,GIN,Kankan,Kankan,9.461578,-10.171719,2020-02-18,SUSPENDED,T1
AGT-00102651,Boutique Pikine,SUB_AGENT,MTN_MOMO,SEN,Sédhiou,Sédhiou,15.925099,-17.367894,2019-12-16,ACTIVE,T2
AGT-00102652,Boutique Touba,SUB_AGENT,WAVE,SEN,Kaolack,Kaolack,,,2023-05-11,ACTIVE,T1
AGT-00102653,Point Argent Niary Tally,MERCHANT,MTN_MOMO,MLI,Sikasso,Sikasso,15.780501,-9.025125,2024-08-12,ACTIVE,T3
AGT-00102654,Multiservices Reubeuss,MASTER_AGENT,MOOV,CIV,Yamoussoukro,Yamoussoukro,9.481258,-5.999816,2021-11-27,SUSPENDED,T1
AGT-00102655,Kiosque HLM,MASTER_AGENT,MTN_MOMO,GIN,Boké,Boké,9.195296,-7.636989,2021-12-09,ACTIVE,T1
AGT-00102656,Point Argent Ngor,SUB_AGENT,MTN_MOMO,CIV,Bouaké,Bouaké,6.375176,-4.388689,2024-11-02,TERMINATED,T1
AGT-00102657,Multiservices Cambérène,SUB_AGENT,OM,CIV,Daloa,Daloa,5.811113,-8.218787,2021-09-29,ACTIVE,T1
AGT-00102658,Cash Point Reubeuss,SUB_AGENT,MTN_MOMO,SEN,Tambacounda,Tambacounda,13.71619,-15.050479,2023-12-13,ACTIVE,T1
AGT-00102659,Cash & Go Plateau,SUB_AGENT,MTN_MOMO,CIV,Yamoussoukro,Yamoussoukro,6.173128,-5.603946,2022-10-01,SUSPENDED,T1
AGT-00102660,Tabaski Service Wakhinane,SUB_AGENT,WAVE,SEN,Kolda,Kolda,14.802204,-11.59156,2021-05-10,ACTIVE,T2
AGT-00102661,Mini-marché Mariste,SUB_AGENT,WAVE,SEN,Tambacounda,Tambacounda,12.539032,-13.849191,2019-05-21,ACTIVE,T1
AGT-00102662,Cash Point Pikine,MERCHANT,WAVE,GIN,Kindia,Kindia,9.957957,-7.61924,2023-02-18,ACTIVE,T1
AGT-00102663,Boutique Patte d'Oie,SUB_AGENT,MTN_MOMO,GIN,Kankan,Kankan,9.899172,-8.406918,2022-05-20,ACTIVE,T1
AGT-00102664,Cash & Go Almadies,SUB_AGENT,FREE,CIV,Abidjan,Abidjan,8.129994,-3.1693,2023-07-04,ACTIVE,T2
AGT-00102665,SuperMoney Liberté,SUB_AGENT,OM,MLI,Kayes,Kayes,18.385231,-0.293029,2020-07-09,ACTIVE,T1
AGT-00102666,Mini-marché Touba,SUB_AGENT,MTN_MOMO,GIN,Kankan,Kankan,10.442749,-14.825437,2023-01-22,ACTIVE,T1
AGT-00102667,Cash Point Colobane,MASTER_AGENT,MTN_MOMO,SEN,Thiès,Thiès,15.236555,-17.00036,2019-11-03,ACTIVE,T1
AGT-00102668,Cash & Go Wakhinane,MASTER_AGENT,OM,MLI,Mopti,Mopti,,,2023-03-15,ACTIVE,T3
AGT-00102669,Mini-marché Pikine,SUB_AGENT,WAVE,GIN,Boké,Boké,9.685802,-8.242032,2024-10-16,ACTIVE,T1
AGT-00102670,Téléservices Médina,SUB_AGENT,WAVE,GIN,Faranah,Faranah,8.105469,-9.625978,2023-07-28,ACTIVE,T1
AGT-00102671,Marché Grand Yoff,SUB_AGENT,OM,SEN,Kolda,Kolda,14.995849,-15.873838,2023-01-01,ACTIVE,T2
AGT-00102672,Marché Colobane,MERCHANT,MOOV,GIN,Kankan,Kankan,,,2025-02-24,ACTIVE,T2
